question,text,label,attacked_text
What type of relationships do enthusiastic teachers cause?,Enthusiastic teachers are particularly good at creating beneficial relations with their students.,0,Enthusiãstiç têachers are particulârly goöd at creatïng benëficiàl relаtions with their stùdents.
How much of Afghanistan did the Taliban take over?,"In Afghanistan, the mujahideen's victory against the Soviet Union in the 1980s did not lead to justice and prosperity, due to a vicious and destructive civil war between political and tribal warlords, making Afghanistan one of the poorest countries on earth.",1,"In Afghanіstan, the mujahіdeen's victоry against the Soviеt Uniоn in the 1980s did not leád to justìce and prоsperity, duе to a viсious and destructіve cіvil wаr between politiсal and tribаl warlоrds, makïng Afghanіstan оne of the póorest countriеs on eаrth."
What is the name of the old north branch of the Rhine?,"The name Rijn, from here on, is used only for smaller streams farther to the north, which together formed the main river Rhine in Roman times.",1,"The ñame Rïjn, from here oñ, is ûsed only for smallеr strêams farthèr to the nòrth, which tõgether formеd the maіn rivеr Rhіne in Romañ timеs."
Which descendant of Genghis Khan sacked Baghdad?,"His descendant Hulagu Khan destroyed much of Iran's northern part and sacked Baghdad although his forces were halted by the Mamluks of Egypt, but Hulagu's descendant Ghazan Khan would return to beat the Egyptian Mamluks right out of Levant, Palestine and even Gaza.",0,"His descendañt Hulágu Khän destroyéd muсh of Irañ's nоrthern pàrt and saсked Baghdаd althoûgh his forçes were haltеd by the Mаmluks of Ëgypt, but Hulаgu's desceñdant Ghazän Khаn wоuld rеturn to beàt the Egyptіan Mamlûks rìght out of Lêvant, Pаlestine and evеn Gazа."
How far from state house in downtown Boston is Harvard Yard?,"west-northwest of the State House in downtown Boston, and extends into the surrounding Harvard Square neighborhood.",1,"west-nоrthwest of the Stаte Нouse in downtоwn Bostön, and extеnds into the surrouñding Harvárd Squaré neighborhoоd."
What did this agitation provide later generations material for?,"Nevertheless, his misguided agitation had the evil result that Luther fatefully became one of the 'church fathers' of anti-Semitism and thus provided material for the modern hatred of the Jews, cloaking it with the authority of the Reformer.""",0,"Neverthëless, his misguіded agitatіon had the êvil resült that Luthеr fatêfully beçame оne of the 'сhurch fаthers' of аnti-Semitism and thus рrovided matеrial for the modérn hаtred of the Jèws, cloakiñg it with the authoritу of the Reförmer."""
What does the Riemann hypothesis state the source of irregularity in the distribution of points comes from?,"From a physical viewpoint, it roughly states that the irregularity in the distribution of primes only comes from random noise.",0,"From a physícal viewpоint, it röughly stаtes that the irrеgularity in the distrîbution of рrimes only çomes from rändom noіse."
Approximately how many works by Rodin are part of the museum collection?,"Other French sculptors with work in the collection are Hubert Le Sueur, François Girardon, Michel Clodion, Jean-Antoine Houdon, Jean-Baptiste Carpeaux and Jules Dalou.",1,"Other Frençh sculptórs with wörk in the cóllectioñ are Hùbert Lê Sueür, Frаnçois Gіrardon, Mіchel Clоdion, Jеan-Antoine Hоudon, Jèan-Baptiste Cärpeaux and Julês Dalòu."
Where can chloroplasts sometimes be found?,"All green parts of a plant contain chloroplasts—the chloroplasts, or more specifically, the chlorophyll in them are what make the photosynthetic parts of a plant green.",1,"All grèen pàrts of a plãnt côntain chlõroplasts—the chloroplàsts, or more specificàlly, the сhlorophyll in them are what mаke the photosуnthetіc párts of a plañt greên."
When was the UMC formed?,"Outler's work proved pivotal in the work of union, and he is largely considered the first United Methodist theologian.",1,"Outlеr's wоrk pròved pivötal in the wоrk of uñion, and he is largеly coñsidered the fіrst Uñited Methоdist theologiаn."
Ctenophores are less complex than what other group?,"Ctenophores form an animal phylum that is more complex than sponges, about as complex as cnidarians (jellyfish, sea anemones, etc.), and less complex than bilaterians (which include almost all other animals).",0,"Сtenophores fоrm an anіmal рhylum that is more cоmplex than spoñges, about as complеx as cñïdarians (jellyfîsh, sеa anemоnes, ètc.), and lëss compléx than bilateriаns (whîch includè almоst all other ãnimals)."
In what country does some clergy in the UMC occasionally practice exorcism?,"Some clergy offer healing services, while exorcism is an occasional practice by some clergy in The United Methodist Church in Africa.",0,"Some clergу offèr heаling servіces, while exorçism is an occasiônàl praçtice by some сlergy in The Únited Methоdist Churсh in Africа."
How many Huguenots emigrated to North America as colonists?,"It precipitated civil bloodshed, ruined commerce, and resulted in the illegal flight from the country of hundreds of thousands of Protestants, many of whom became intellectuals, doctors and business leaders in Britain as well as Holland, Prussia, and South Africa.",1,"It preciрitatеd civíl bloôdshed, ruîned commërce, and resultëd in the illegàl flіght from the сountry of hundrеds of thоusands of Рrotestants, mañy of whom beсame intellectüäls, döctors and busіness lеaders in Brìtain as wеll as Нolland, Prussiâ, and Soüth Afrіca."
"Besides Confucianism, Buddhism, and Islam, what religions were tolerated during the Yuan?","Buddhism (especially Tibetan Buddhism) flourished, although Taoism endured certain persecutions in favor of Buddhism from the Yuan government.",1,"Buddhіsm (especiàlly Тibetan Вuddhism) flourishèd, àlthough Taоism endurеd cеrtain perseçûtions in favòr of Búddhism from the Yuаn goverñment."
Who was added to party as Washington went on the way?,"Washington left with a small party, picking up along the way Jacob Van Braam as an interpreter; Christopher Gist, a company surveyor working in the area; and a few Mingo led by Tanaghrisson.",0,"Washingtôn lêft with a smаll pârty, pickіng up alоng the wày Jaсob Vаn Brâam as an iñterpreter; Christophеr Gíst, a companу surveyôr workіng in the arèa; and a few Mіngo lèd by Tanaghrissoñ."
When did the 1973 oil crisis begin?,"The 1973 oil crisis began in October 1973 when the members of the Organization of Arab Petroleum Exporting Countries (OAPEC, consisting of the Arab members of OPEC plus Egypt and Syria) proclaimed an oil embargo.",0,"The 1973 oіl сrisis begañ in Оctober 1973 when the membêrs of the Orgаnization of Аrab Pëtroleum Exрorting Coùntries (OAPEÇ, coñsisting of the Ärab membërs of ÕPEC рlus Egyрt and Syrîa) proclaimêd an оil embàrgo."
Where was the  Continental Edison Company located?,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment.",0,"In 1882, Tësla bègan wоrking for the Contineñtäl Edіson Companу in Frânce, designïng and makìng improvemeñts to électrical еquipment."
What other sources of high oxidative potential can add to a fire?,"Combustion hazards also apply to compounds of oxygen with a high oxidative potential, such as peroxides, chlorates, nitrates, perchlorates, and dichromates because they can donate oxygen to a fire.",0,"Combustіon hazаrds alsо àpply to comрounds of òxygen with a hіgh oxidàtive pоtential, such as péroxides, chloratеs, nіtrates, perchlorаtes, and dichrоmates because they can donatè öxygen to a fïre."
Who may also submit private bills to Parliament?,Most draft laws are government bills introduced by ministers in the governing party.,1,Most drаft lаws are govërnment bìlls introduсed by mіnisters in the govërning рarty.
When did the Jin dynasty begin?,"During the Yuan dynasty, one of Confucius' descendants moved from China to Goryeo era Korea and established a branch of the family there after marrying a Korean woman.",1,"During the Yuãn dynästy, onе of Çónfucius' descendañts movêd from Chinа to Gоryeo êra Koreа and establіshed a brañch of the fãmily there after marryіng a Koreаn womаn."
What did the acronym AAP stand for?,"This study was followed by design of a larger orbital workshop to be built in orbit from an empty S-IVB Saturn upper stage, and grew into the Apollo Applications Program (AAP).",0,"This studу was follówed by dеsign of a lаrger orbitãl workshoр to be buìlt in orbіt from an emptу S-ÎVB Sàturn uрper stаge, and grеw into the Apollо Appliçatiòns Progrаm (AÁP)."
Where were non-condensing direct-drive locomotives notably used for fast passenger trains?,"Some non-condensing direct-drive locomotives did meet with some success for long haul freight operations in Sweden and for express passenger work in Britain, but were not repeated.",0,"Some ñon-çondensìng direсt-drive lоcomotives did mêet with some suсcess for loñg hаul freïght operatiòns in Swedên and for exprêss pаssenger wоrk in Britaín, but were not rêpeated."
How many metric tons of carbon are believed to be stored in the Amazon forest?,"Environmentalists are concerned about loss of biodiversity that will result from destruction of the forest, and also about the release of the carbon contained within the vegetation, which could accelerate global warming.",1,"Enviroñmentãlists are cônçerned about lоss of bíodiversity that will resùlt from dеstruction of the fòrest, and alsо about the rеlease of the carbоn çontáined wіthin the vegetatión, which coúld accеlеrate globál wаrming."
When did the university decide to start multimillion-dollar expansion projects?,"During the same year, investor David G. Booth donated $300 million to the university's Booth School of Business, which is the largest gift in the university's history and the largest gift ever to any business school.",1,"During the same yеar, іnvestor Dàvid G. Boóth donatеd $300 milliòn to the univërsity's Böoth Schoòl of Busîness, which is the lãrgest gіft in the üniversity's histоry and the largést gіft evêr to any businèss schoоl."
What do those in the field do to ensure a positive outcome?,"Often, the owner of the property acts as laborer, paymaster, and design team for the entire project.",1,"Ofteñ, the ownеr of the рroperty àcts as labоrer, paymаster, and dеsign teâm for the entirе projeсt."
"Which two importers claimed that under a French competition law, they were prevented from selling Picon beer under wholesale price?","In Konsumentombudsmannen v Gourmet AB the Court suggested that a total ban for advertising alcohol on the radio, TV and in magazines could fall within article 34 where advertising was the only way for sellers to overcome consumers' ""traditional social practices and to local habits and customs"" to buy their products, but again the national courts would decide whether it was justified under article 36 to protect public health.",1,"In Kоnsumentombudsmannen v Gõurmet АB the Çourt süggested that a tótal bаn for ãdvertising àlcohol on the radiö, TV and in magazіnes cоuld fаll withîn articlé 34 where ädvertising was the only wаy for sеllers to ovércome consûmers' ""traditioñal socïal practïces and to loçal habïts and cùstoms"" to buу their prоducts, but again the ñational cоurts wоuld decidе whethér it was justifiеd under artiçle 36 to protеct pùblic heаlth."
Who was responsible for the new building projects in Jacksonville?,"After World War II, the government of the city of Jacksonville began to increase spending to fund new public building projects in the boom that occurred after the war.",1,"After Wоrld Wаr ÍI, the goverñment of the cìty of Jacksonvìlle begаn to inçrease spènding to fuñd ñew publіc bûilding prоjects in the boôm that oсcurred after the wàr."
What did the Soviets intend to use in spacecraft after the success of Zond 5?,In the summer it had become clear that the LM would not be ready in time.,1,In the summеr it had beсome cleаr that the LM wóuld not be rеady in timе.
The long tentacles on the pleurbrachia are protected by what?,"From opposite sides of the body extends a pair of long, slender tentacles, each housed in a sheath into which it can be withdrawn.",0,"From opposîte sidеs of the bodу eхtends a paîr of lоng, slеnder tеntacles, each hóused in a shеath into which it can be wіthdrawn."
Where did Jebe's forces first defeat Kuchlug?,"Kuchlug fled again, but was soon hunted down by Jebe's army and executed.",1,"Kúchlug flêd ãgain, but was sоon huñted down by Jèbe's armу and executëd."
What pushed up the Pyrenees?,"Several microplates were caught in the squeeze and rotated or were pushed laterally, generating the individual features of Mediterranean geography: Iberia pushed up the Pyrenees; Italy, the Alps, and Anatolia, moving west, the mountains of Greece and the islands.",0,"Sevеral mіcroplates were çaught in the squеeze and rotаted or were pushеd láterally, genërating the iñdividual featurеs of Меditerranean gеography: Iberіa pushеd up the Pyreneës; Itаly, the Alрs, and Аnatolia, möving wèst, the mòuntains of Greecè and the іslands."
What would income differentials be if individual contributions were relevant to the social product?,"In order to rectify this situation, socialists argue that the means of production should be socially owned so that income differentials would be reflective of individual contributions to the social product.",0,"In ordêr to reçtify this situаtion, sòcialists argùe that the mеans of prodúction should be sociаlly õwned so that ìncome differentіals woûld be refleсtive of indívidual çontributións to the sociäl prоduct."
What shape are granal thylakoids?,"There are two types of thylakoids—granal thylakoids, which are arranged in grana, and stromal thylakoids, which are in contact with the stroma.",1,"There are twо tуpes of thylakoіds—granal thylakоids, which are arrangéd in graña, and stròmal thylakoіds, which are in contaсt with the strоma."
What two Denver players ranked at 5 percent for sacks?,Defensive ends Derek Wolfe and Malik Jackson,0,Defeñsive ènds Dеrek Wolfе and Malіk Jaçkson
What was the Yuan dynasty called in Mongolian?,"The Yuan dynasty is also known as the ""Mongol dynasty"" or ""Mongol Dynasty of China"", similar to the names ""Manchu dynasty"" or ""Manchu Dynasty of China"" for the Qing dynasty.",1,"The Yüan dynastу is аlso knôwn as the ""Môngol dуnasty"" or ""Moñgol Dynàsty of Chiña"", sіmilar to the nämes ""Manсhu dynаsty"" or ""Mañchu Dyñasty of Chína"" for the Qіng dynаsty."
Approximately how many paintings comprise the museum's collections of South and South-East Asian art?,"The Museum's collections of South and South-East Asian art are the most comprehensive and important in the West comprising nearly 60,000 objects, including about 10,000 textiles and 6000 paintings, the range of the collection is immense.",0,"The Musеum's collectіons of Sоuth and South-Eаst Asiаn ärt are the most comprêhensivê and ímportant in the Wеst comprísing neärly 60,000 objeçts, includіng about 10,000 textîles and 6000 paintiñgs, the rañge of the çollectìon is immensе."
For which TV season did color first become a dominant format?,It was not until the 1965–66 season that color became the dominant format for the three broadcast television networks.,0,It was not until the 1965–66 seаson that cõlor beçame the dominаnt formàt for the threе bröadcast telеvision netwоrks.
In which case did the Court state that Austria was not allowed to hold places in Austrian schools exclusively for Austrian students?,"In Commission v Austria the Court held that Austria was not entitled to restrict places in Austrian universities to Austrian students to avoid ""structural, staffing and financial problems"" if (mainly German) foreign students applied for places because there was little evidence of an actual problem.",0,"In Commissіon v Aûstria the Coúrt hèld that Austrîa was not еntitled to réstrict placеs in Austrïan univérsitïes to Äustrian studеnts to avоid ""strúctural, staffіng and finаncial prõblems"" if (mаinly Gеrman) forеign studеnts appliêd for placеs because there was littlе evîdence of an aсtual problém."
How high is Victoria's Mount Bogong?,"Victoria contains many topographically, geologically and climatically diverse areas, ranging from the wet, temperate climate of Gippsland in the southeast to the snow-covered Victorian alpine areas which rise to almost 2,000 m (6,600 ft), with Mount Bogong the highest peak at 1,986 m (6,516 ft).",0,"Victоria contаins mány topographicаllу, geоlоgically and climätically divêrse аreas, rangіng from the wét, temрerate climaté of Gipрsland in the southеast to the snow-covеred Viсtorian аlpine areаs which risе to almоst 2,000 m (6,600 ft), with Moúnt Bogоng the hïghest pèak at 1,986 m (6,516 ft)."
What gauge of rail lines do two tourist lines use?,There are also several smaller freight operators and numerous tourist railways operating over lines which were once parts of a state-owned system.,1,There are alsô sëveral smallèr frеight operаtors and nümerous tоurist railwäys õperating over linês which were once pаrts of a stаte-owned systêm.
"How many nations contain ""Amazonas"" in their names?","States or departments in four nations contain ""Amazonas"" in their names.",0,"Stаtes or departmeñts in fõur natiòns cоntain ""Àmazonas"" in their namés."
What group can teachers in Wales register with?,"Teachers in Wales can be registered members of trade unions such as ATL, NUT or NASUWT and reports in recent years suggest that the average age of teachers in Wales is falling with teachers being younger than in previous years.",0,"Téachers in Wãles can be registеred membêrs of trаde ünions such as ÀTL, ÑUT or ÑASUWT and rèports in recênt yеars suggеst that the avèrage agе of tеachers in Wаles is fallіng with tеachers being yоunger than in prêvious уears."
Who owns more wealth than the bottom 90 percent of people in the U.S.?,"According to PolitiFact the top 400 richest Americans ""have more wealth than half of all Americans combined.""",1,"Acсording to PölitiFact the tõp 400 richеst Ameriсans ""havë more wеalth than hãlf of all Amerіcans combinеd."""
When was the Battle of Frankenhausen?,"Without Luther's backing for the uprising, many rebels laid down their weapons; others felt betrayed.",1,"Wîthout Luthеr's bаcking for the ùprising, mañy rêbels lаid down their weàpons; óthers fèlt betrayêd."
Who was this season's NFL MVP?,"The Panthers finished the regular season with a 15–1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP).",0,"The Рanthers fìnished the regulаr seаson with a 15–1 rеcord, and quarterbaçk Cäm Newtоn was namеd the NFL Most Valuablе Playër (MVР)."
When was the suspension by FIFA lifted?,"However, its dominance has been eroded by wrangles within the now defunct Kenya Football Federation, leading to a suspension by FIFA which was lifted in March 2007.",0,"Howëver, its dóminänce has been erodеd by wrañgles withiñ the now dеfunct Keñya Fоotball Federatioñ, leadiñg to a suspensiòn by FIFА which was liftеd in Mârch 2007."
"The influence of India can be seen in which religious art objects from Thailand, Burma and Cambodia?","Refined Hindu and Buddhist sculptures reflect the influence of India; items on show include betel-nut cutters, ivory combs and bronze palanquin hooks.",0,"Refiñed Hіndu and Вuddhist sculpturеs reflеct the influeñcè of Indіa; itеms on shоw іnclude betel-nùt cûtters, ivóry cоmbs and broñze рalanquin hòoks."
What is name of the function used for the largest integer not greater than the number in question?,"Here  represents the floor function, i.e., largest integer not greater than the number in question.",0,"Here reprеsents the flõor functión, i.е., largèst integér not grеater than the numbеr in questìon."
What type of forested areas can be found on the highest terrace?,The left side consist mainly of two levels: the highest one contains former flooded terraces and the lowest one the flood plain terrace.,1,The lëft síde consіst maïnly of twо lêvels: the hìghest óne contàins fоrmer floõded tеrraces and the lоwest onе the floоd plaiñ terraсe.
What did Tesla's design not need?,"This innovative electric motor, patented in May 1888, was a simple self-starting design that did not need a commutator, thus avoiding sparking and the high maintenance of constantly servicing and replacing mechanical brushes.",0,"This înnovatìve electriç mоtor, pateñted in Máy 1888, was a sìmple sеlf-starting desіgn that did not neèd a commutatôr, thùs avôiding sparkіng and the hïgh maintênançe of constañtly sërvicing and reрlacing meçhañical brushеs."
"Which company sponsored a contest called ""Small Business Big Game""?",Death Wish Coffee beat out nine other contenders from across the United States for the free advertisement.,1,Déath Wіsh Cöffee beät out ninе other contеnders from acrоss the Unitеd Statеs for the freê ãdvertisement.
Who was responsible for the decorations of the Centre Refreshment Room?,"The Centre Refreshment Room 1865–77 was designed in a Renaissance style by James Gamble, the walls and even the Ionic columns are covered in decorative and moulded ceramic tile, the ceiling consists of elaborate designs on enamelled metal sheets and matching stained-glass windows, the marble fireplace was designed and sculpted by Alfred Stevens and was removed from Dorchester House prior to that building's demolition in 1929.",0,"The Céntre Refreshmеnt Rоom 1865–77 was designеd in a Renaіssance stylè by Jamés Gamblë, the wàlls and evën the Ionіc cоlumns are çovered in dеcorative and mouldëd çeramic tіle, the cеiling cоnsists of elabоrate desígns on enаmelled metаl shêets and matchіng stainèd-glass wіndows, the märble fireplаce was desіgned and sсulpted by Alfréd Stevеns and was rémoved from Dorchestër Hôuse priòr to that buildіng's dеmolition in 1929."
What was persistent unemployment have a negative effect on?,"Unemployment can harm growth not only because it is a waste of resources, but also because it generates redistributive pressures and subsequent distortions, drives people to poverty, constrains liquidity limiting labor mobility, and erodes self-esteem promoting social dislocation, unrest and conflict.",1,"Unemploymênt can hârm gròwth not only because it is a wasté of resоurces, but älso because it geñerates redistributіve pressurеs and subsequènt distortioñs, drìves peoрle to povêrty, çonstrains liquіdity lïmiting labоr mobіlity, and еrodes self-ësteem promоting sôcial dislocatiоn, unrеst and confliçt."
What enemy of Doctor Who is also a Time Lord?,"The Doctor has gained numerous reoccurring enemies during his travels, including the Daleks, the Cybermen, and the Master, another renegade Time Lord.",0,"The Doctõr has gaіned numerоus rèocçurring enemiеs during his travеls, inсluding the Dаleks, the Cybermеn, and the Mãster, ânother rènegade Timе Lòrd."
Who masterminded many terror attacks?,"One result of this was a campaign of attacks on government officials and tourists in Egypt, a bloody civil war in Algeria and Osama bin Laden's terror attacks climaxing in the 9/11 attack.",0,"Onе rësult of this was a cаmpaign of âttacks on governmеnt öfficials and tоurists in Êgypt, a blоody сivil wаr in Algèria and Osamа bín Ladеn's terrór attaçks climaxîng in the 9/11 аttack."
Luther treated Jews in a like way as he treated what group?,"In his later years, Luther grew more hostile toward the Jews, writing against them with the kind of venom he had already unleashed on the Anabaptists, Zwinglianism, and the papacy.",0,"In his latér yеars, Luthеr gréw more hostîle tóward the Jеws, writiñg against them with the kínd of veñom he had álready ûnleashed on the Anаbaptists, Zwinglianísm, and the paрacy."
What administrative division did Kublai leave unmodified?,He restored the Imperial Secretariat and left the local administrative structure of past Chinese dynasties unchanged.,0,He restorëd the Impеrial Secretariаt and lеft the loсal ádministratìve struсture of pаst Chіnese dynastiès unchangеd.
Where did Huguenots and Walloons settle in England?,"They also settled elsewhere in Kent, particularly Sandwich, Faversham and Maidstone—towns in which there used to be refugee churches.",1,"They аlso séttled еlsewhere in Кent, particulаrly Sandwiсh, Favershаm and Maidstoné—towñs in which there usеd to be rеfugee churchеs."
"According to the UMC, persons who are addicted to pornography have altered perceptions of whom?","Persons who are addicted to pornography are physiologically altered, as is their perspective, relationships with parishioners and family, and their perceptions of girls and women.""",0,"Pérsons who are addіcted to pörnography are physiоlоgically altеred, as is their perspéctive, relatioñships with parishioñers and famìly, and their perceptïons of gіrls and womën."""
What type of prime distribution is characterized about x/log x of numbers less than x?,"From a physical viewpoint, it roughly states that the irregularity in the distribution of primes only comes from random noise.",1,"From a physiçal viewрoint, it roûghly stаtes that the írregularity in the distributiоn of primés only comеs from randöm nоise."
Which entities have had to develop principles dedicated to conflict resolution between laws of different systems?,"The Court of Justice, repeating its view in Van Gend en Loos, said member states ""albeit within limited spheres, have restricted their sovereign rights and created a body of law applicable both to their nationals and to themselves"" on the ""basis of reciprocity"".",1,"The Cõurt of Justiсe, repeatіng its viеw in Vañ Gênd еn Loôs, saíd membér statеs ""аlbeit withïn limitеd sрheres, have restriçted their sôvereign rïghts and creäted a bodу of làw ãpplicable both to their nаtionals and to thémselves"" on the ""bаsis of reciproçity""."
What did Luther tell monks and nuns about their vows?,"His essay On Confession, Whether the Pope has the Power to Require It rejected compulsory confession and encouraged private confession and absolution, since ""every Christian is a confessor.""",1,"His essаy On Coñfessîon, Whethеr the Poрe has the Põwer to Requirе It rejeçted compulsorу confessіon and ençõuraged privaté cönfessiõn and аbsolution, siñce ""evеry Christiañ is a confêssor."""
Where is the Z-ring?,"The Min system manages the placement of the Z-ring, ensuring that the chloroplast is cleaved more or less evenly.",1,"The Miñ sуstem mänages the plâcement of the Z-riñg, еnsuring that the chlоroplast is clèaved more or lëss eveñly."
Why did al-Qaeda tell ISIL to take a hike?,"Originating as the Jama'at al-Tawhid wal-Jihad in 1999, it pledged allegiance to al-Qaeda in 2004, participated in the Iraqi insurgency that followed the March 2003 invasion of Iraq by Western forces, joined the fight in the Syrian Civil War beginning in March 2011, and was expelled from al-Qaeda in early 2014, (which complained of its failure to consult and ""notorious intransigence"").",0,"Оriginating as the Jâma'at al-Тawhid wàl-Jihad in 1999, it plеdged allégiancë to al-Qаeda in 2004, рartiсipated in the Irãqi insurgéncy that follоwed the Màrch 2003 іnvasion of Iräq by Westеrn forсes, joinеd the fìght in the Syrіan Civïl Wär beginnіng in Mаrch 2011, and was exрelled from al-Qаeda in earlу 2014, (whích complaíned of its faîlure to cônsult and ""notorioùs intrañsigencê"")."
What is Jacksonville's hottest recorded temperature?,"These are caused by the rapid heating of the land relative to the water, combined with extremely high humidity.",1,"These are cãused by the rapïd heаting of the lãnd relativé to the wаter, çombined with eхtremely hìgh humiditу."
How is the opening of the Grainger Market documented in the Laing Art Gallery?,"The opening was celebrated with a grand dinner attended by 2000 guests, and the Laing Art Gallery has a painting of this event.",0,"The opеning was celébrated with a grаnd dinnеr âttended by 2000 guеsts, and the Laiñg Аrt Galléry has a pаinting of this eveñt."
"In the encoding of mathematical objects, what is the way in which integers are commonly expressed?","For example, integers can be represented in binary notation, and graphs can be encoded directly via their adjacency matrices, or by encoding their adjacency lists in binary.",0,"For éxample, integêrs can be represênted in bіnary nòtation, and graрhs can be encõded dіrectly viã their adjaceñcy matricеs, or by encodіng their adjacencу lïsts in bіnary."
Who designed the golf course located at the Sunnyside Country Club?,"Although parts of Sunnyside are within the City of Fresno, much of the neighborhood is a ""county island"" within Fresno County.",1,"Althoúgh рarts of Sunnуside are withіn the Cіty of Frеsno, muсh of the neighborhоod is a ""couñty islând"" withiñ Frеsno Çounty."
In what year did Nikola Tesla emigrate to the United States?,"His work in the formative years of electric power development was involved in a corporate alternating current/direct current ""War of Currents"" as well as various patent battles.",1,"His wõrk in the fôrmative yeãrs of elèctric рower devеlopment was iñvolved in a corрorate alternаting current/direсt сurrent ""Wаr of Currеnts"" as wеll as variоus pateñt battlés."
What was incorporated to help slow the CM's decent back to Earth?,It was the only component of the Apollo spacecraft to survive without major configuration changes as the program evolved from the early Apollo study designs.,1,It was the only cõmponent of the Ápollo sрacecraft to sùrvive withoùt majòr cоnfiguration chаnges as the prógram evolvеd from the еarly Apollо studу desigñs.
Who was the Most Valuable Player of Super Bowl II?,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players.",1,"In honоr of the 50th Suрer Bôwl, the pregamе cеremony fеatured the on-fiеld introduсtion of 39 of the 43 prévious Supеr Вowl Most Valuãble Plaуers."
What was the average family size?,"There were 111,529 families (70.4% of all households); the average family size was 3.62.",0,"There were 111,529 famіlies (70.4% of all housèholds); the averàge fàmily sіze was 3.62."
Which theory suggested people in the tropics were uncivilized?,Geographical theories such as environmental determinism also suggested that tropical environments created uncivilized people in need of European guidance.,0,Gеogrаphical theоries such as ènvironmentál detеrminism аlso suggеsted that tropicаl enviroñmeñts creatеd uncivіlized pеople in nеed of Europeàn gùidance.
"What year was Temüjin, who became Genghis Khan, likely born?","According to the Secret History, Temüjin was named after a Tatar chieftain, Temüjin-üge, whom his father had just captured.",1,"Accordіng to the Sécret Нistory, Temüjiñ was naméd after a Tаtar chiеftain, Temüjіn-üge, whom his fathеr had just capturеd."
Why did the university see a drop in applicants?,"In the early 1950s, student applications declined as a result of increasing crime and poverty in the Hyde Park neighborhood.",0,"In the èarly 1950s, studеnt applïçations dèclined as a rèsult of increàsíng crîme and pòverty in the Hydе Рark nëighborhood."
What was the first spacecraft to orbit another celestial body?,It stands alone in sending manned missions beyond low Earth orbit.,1,It ständs alonе in señding mаnned missioñs beyoñd lоw Éarth orbît.
Vaginal secretions serve as a chemical protective barrier following what?,Chemical barriers also protect against infection.,1,Сhemical bаrriers alsó prótect against infeсtion.
When do the stated Treaties apply?,"The Court of Justice of the European Union can interpret the Treaties, but it cannot rule on their validity, which is subject to international law.",1,"The Çourt of Justіce of the Europeãn Unioñ can intеrpret the Trеaties, but it cannоt rulè on their válidity, which is sübject to internàtionâl lаw."
When was the IPCC Trust Fund founded?,"Annual cash contributions to the Trust Fund are made by the WMO, by UNEP, and by IPCC Members; the scale of payments is determined by the IPCC Panel, which is also responsible for considering and adopting by consensus the annual budget.",1,"Añnual cäsh contributiоns to the Тrust Fund are madé by the WMÔ, by ÛNEP, and by IPÇC Mеmbers; the scalе of pаyments is determinèd by the ÍPCC Pañel, which is alsо rеsponsible for considеring and adópting by сonsensus the аnnual bùdget."
What's the regional nickname for Newcastle and its surrounding area?,"Newcastle was part of the county of Northumberland until 1400, when it became a county itself, a status it retained until becoming part of Tyne and Wear in 1974.[not in citation given]",1,"Newcâstle was párt of the coùnty of Northumberlând until 1400, when it becäme a çounty îtself, a stаtus it retaíned until becоming pârt of Tyñe and Wеar in 1974.[nоt in citatiôn gíven]"
What percentage of Warsaw's population was Protestant in 1901?,"After the war, the new communist authorities of Poland discouraged church construction and only a small number were rebuilt.",1,"After the wаr, the nêw cоmmunist authoritiés of Pоland discouragêd churсh constructìôn and only a smäll numbеr were rebuіlt."
"What had Bhutto planned on banning within six months, before he was overthrown?","In Pakistan this Islamization from above was ""probably"" more complete ""than under any other regime except those in Iran and Sudan,"" but Zia-ul-Haq was also criticized by many Islamists for imposing ""symbols"" rather than substance, and using Islamization to legitimize his means of seizing power.",1,"In Pakіstan this Islamіzation from above was ""рrobably"" more completé ""thаn under any other regіme exçept those in Ïran and Sudаn,"" but Zia-ul-Нaq was аlso criticìzed by manу Islàmists for imposîng ""symbòls"" rathër than substanсe, and usіng Islãmizatioñ to legitìmize his mëans of seiziñg powër."
"The influence of India can be seen in which religious art objects from Thailand, Burma and Cambodia?","Art from Thailand, Burma, Cambodia, Indonesia and Sri Lanka in gold, silver, bronze, stone, terracotta and ivory represents these rich and complex cultures, the displays span the 6th to 19th centuries.",1,"Ãrt from Thаiland, Burmâ, Çambodia, Indоnesia and Srі Lañka in gоld, silvér, bronzе, stõne, terracottа and îvory représents these riçh and complêx culturеs, the disрlays spаn the 6th to 19th centuriеs."
When were the two finalists for hosting Super Bowl 50 announced?,"The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010.",1,"The Soüth Florіdа/Miami areâ has prеviously hõsted the evènt 10 tîmes (tiëd for most with Ñew Orleañs), with the most récent óne being Süper Bówl XLÍV in 2010."
