question,text,label,attacked_text
What is the name of the old north branch of the Rhine?,"The name Rijn, from here on, is used only for smaller streams farther to the north, which together formed the main river Rhine in Roman times.",1,"The ñame Ríjn, from here ôn, is uséd only for smallèr strèams fârther to the ñorth, which togethér formèd the mâin rivèr Rhiñe in Romañ timês."
Which descendant of Genghis Khan sacked Baghdad?,"His descendant Hulagu Khan destroyed much of Iran's northern part and sacked Baghdad although his forces were halted by the Mamluks of Egypt, but Hulagu's descendant Ghazan Khan would return to beat the Egyptian Mamluks right out of Levant, Palestine and even Gaza.",0,"His dêscendant Hulagù Khañ destroyéd muçh of Irän's ñorthern pãrt and sackèd Bäghdad althoügh his forcès were haltèd by the Mamlûks of Ëgypt, but Hulagü's descendañt Ghàzan Khañ wöuld retúrn to bëat the Egyptiañ Mâmluks ríght out of Levànt, Palestïne and evên Gazá."
How far from state house in downtown Boston is Harvard Yard?,"west-northwest of the State House in downtown Boston, and extends into the surrounding Harvard Square neighborhood.",1,"west-nòrthwest of the Státe Hóuse in dôwntown Böston, and extènds into the surrouñding Harvárd Sqûare neighborhôod."
What did this agitation provide later generations material for?,"Nevertheless, his misguided agitation had the evil result that Luther fatefully became one of the 'church fathers' of anti-Semitism and thus provided material for the modern hatred of the Jews, cloaking it with the authority of the Reformer.""",0,"Neverthëless, his misguìded agitatiôn had the evíl rêsult that Lùther fàtefully beçame óne of the 'chúrch fãthers' of anti-Sëmitism and thûs providêd matërial for the moderñ hätred of the Jêws, cloáking it with the authôrity of the Reformér."""
What does the Riemann hypothesis state the source of irregularity in the distribution of points comes from?,"From a physical viewpoint, it roughly states that the irregularity in the distribution of primes only comes from random noise.",0,"From a physícal viewpoiñt, it ròughly statês that the irregulãrity in the distributiôn of prîmes only çomes from randöm noîse."
Approximately how many works by Rodin are part of the museum collection?,"Other French sculptors with work in the collection are Hubert Le Sueur, François Girardon, Michel Clodion, Jean-Antoine Houdon, Jean-Baptiste Carpeaux and Jules Dalou.",1,"Other Frénch sçulptors with wòrk in the cóllectïon are Hübert Lé Suéur, Frañçois Girardón, Miçhel Çlodion, Jean-Antöiñe Houdõn, Jeän-Baptiste Çarpeaux and Júles Dalòu."
Where can chloroplasts sometimes be found?,"All green parts of a plant contain chloroplasts—the chloroplasts, or more specifically, the chlorophyll in them are what make the photosynthetic parts of a plant green.",1,"All grëen pârts of a plañt coñtain chloroplasts—thê çhloroplasts, or more specificälly, the çhlorophyll in them are what mâke the photosynthetiç párts of a plãnt grëen."
When was the UMC formed?,"Outler's work proved pivotal in the work of union, and he is largely considered the first United Methodist theologian.",1,"Ôutler's wórk provèd pivotàl in the wôrk of unioñ, and he is lãrgely cónsidered the fïrst Unitêd Mèthodist thêologian."
Ctenophores are less complex than what other group?,"Ctenophores form an animal phylum that is more complex than sponges, about as complex as cnidarians (jellyfish, sea anemones, etc.), and less complex than bilaterians (which include almost all other animals).",0,"Cténophores fòrm an añimal phylûm that is more cõmplex than spoñges, about as complëx as cñidariàns (jëllyfish, seà anemoñes, etç.), and lèss çomplex than bilateriañs (whiçh inclûde ãlmost all other animâls)."
In what country does some clergy in the UMC occasionally practice exorcism?,"Some clergy offer healing services, while exorcism is an occasional practice by some clergy in The United Methodist Church in Africa.",0,"Some clêrgy óffer healïng servíces, while exòrcism is an occâsioñal practîce by some çlergy in The Únited Methodìst Chùrch in Africà."
How many Huguenots emigrated to North America as colonists?,"It precipitated civil bloodshed, ruined commerce, and resulted in the illegal flight from the country of hundreds of thousands of Protestants, many of whom became intellectuals, doctors and business leaders in Britain as well as Holland, Prussia, and South Africa.",1,"It precipitatëd civíl bloodshêd, ruiñed çommerce, and resultéd in the illegál flìght from the couñtry of hundrëds of thôusands of Protëstants, mañy of whom bècame iñtellèctuals, doçtors and busiñess lêaders in Brïtain as wèll as Hólland, Prussía, and Söuth Africà."
"Besides Confucianism, Buddhism, and Islam, what religions were tolerated during the Yuan?","Buddhism (especially Tibetan Buddhism) flourished, although Taoism endured certain persecutions in favor of Buddhism from the Yuan government.",1,"Bùddhism (ëspecially Tîbetan Búddhism) flourishèd, ãlthough Taoìsm endûred certâin persécùtions in fávor of Buddhïsm from the Yuãn govérnment."
Who was added to party as Washington went on the way?,"Washington left with a small party, picking up along the way Jacob Van Braam as an interpreter; Christopher Gist, a company surveyor working in the area; and a few Mingo led by Tanaghrisson.",0,"Wäshington lèft with a smáll párty, pïcking up aloñg the wãy Jacôb Vàn Bräam as an ìnterpreter; Christophêr Gíst, a çompany sùrveyor wõrking in the arëa; and a few Miñgo léd by Tánaghrisson."
When did the 1973 oil crisis begin?,"The 1973 oil crisis began in October 1973 when the members of the Organization of Arab Petroleum Exporting Countries (OAPEC, consisting of the Arab members of OPEC plus Egypt and Syria) proclaimed an oil embargo.",0,"The 1973 òil çrisis begän in Õctober 1973 when the mêmbers of the Orgañizatíon of Arâb Pètroleum Exportíng Çountries (OÀPEC, coñsisting of the Arâb mëmbers of ÕPEC plùs Êgypt and Syrìa) pròclaimed an õil embargó."
Where was the  Continental Edison Company located?,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment.",0,"In 1882, Teslà bëgan workiñg for the Còñtinental Edïson Çompany in Fränce, designiñg and makiñg ìmprovements to eleçtrical equipmeñt."
What other sources of high oxidative potential can add to a fire?,"Combustion hazards also apply to compounds of oxygen with a high oxidative potential, such as peroxides, chlorates, nitrates, perchlorates, and dichromates because they can donate oxygen to a fire.",0,"Çombustion hazàrds alsõ ãpply to còmpounds of oxygeñ with a hìgh oxidativè potentíal, such as peroxídes, chlórates, nitràtes, përchlorates, and diçhromates because they can doñate òxygen to a firê."
Who may also submit private bills to Parliament?,Most draft laws are government bills introduced by ministers in the governing party.,1,Most dràft láws are gôvernment bîlls íntroduced by miñisters in the göverning pãrty.
When did the Jin dynasty begin?,"During the Yuan dynasty, one of Confucius' descendants moved from China to Goryeo era Korea and established a branch of the family there after marrying a Korean woman.",1,"During the Yùan dyñasty, õne of Çoñfucius' descendãnts movêd from Chína to Goryeò ëra Körea and establïshed a brañch of the fämily there after märrying a Koreän wòman."
What did the acronym AAP stand for?,"This study was followed by design of a larger orbital workshop to be built in orbit from an empty S-IVB Saturn upper stage, and grew into the Apollo Applications Program (AAP).",0,"This stûdy was fõllowed by dësign of a largêr òrbital workshõp to be bùilt in orbït from an èmpty S-ÍVB Saturñ uppêr stagë, and gréw into the Àpollo Ápplicatìons Prógram (ÀAP)."
Where were non-condensing direct-drive locomotives notably used for fast passenger trains?,"Some non-condensing direct-drive locomotives did meet with some success for long haul freight operations in Sweden and for express passenger work in Britain, but were not repeated.",0,"Some nòn-coñdènsing direct-drivè locomôtives did mëet with some sucçess for lõng haül freìght operãtions in Swëden and for éxpress passeñger wôrk in Britaiñ, but were not repèated."
How many metric tons of carbon are believed to be stored in the Amazon forest?,"Environmentalists are concerned about loss of biodiversity that will result from destruction of the forest, and also about the release of the carbon contained within the vegetation, which could accelerate global warming.",1,"Ënvîronmentalists are çoncernëd about lóss of biodïversity that will resûlt from dêstruction of the forést, and alsò about the releasê of the carbón çoñtained withìn the vegetatiòn, which çould accelëràte globâl warmíng."
When did the university decide to start multimillion-dollar expansion projects?,"During the same year, investor David G. Booth donated $300 million to the university's Booth School of Business, which is the largest gift in the university's history and the largest gift ever to any business school.",1,"During the same yeãr, invéstor Davíd G. Boóth donatèd $300 mìllion to the universíty's Boôth Sçhool of Busiñess, which is the largëst gíft in the uñiversity's hïstory and the largèst gìft evèr to any busíness schóol."
What do those in the field do to ensure a positive outcome?,"Often, the owner of the property acts as laborer, paymaster, and design team for the entire project.",1,"Oftên, the òwner of the prôperty ãcts as labórer, päymaster, and dêsign teàm for the entirê projèct."
"Which two importers claimed that under a French competition law, they were prevented from selling Picon beer under wholesale price?","In Konsumentombudsmannen v Gourmet AB the Court suggested that a total ban for advertising alcohol on the radio, TV and in magazines could fall within article 34 where advertising was the only way for sellers to overcome consumers' ""traditional social practices and to local habits and customs"" to buy their products, but again the national courts would decide whether it was justified under article 36 to protect public health.",1,"In Koñsumêntombùdsmannen v Gourmêt ÄB the Çourt súggested that a tötal bañ for ädvertising alçohol on the radiô, TV and in magaziñes çould fâll withîn articlë 34 where advertisîng was the only wäy for sellërs to ovêrcome çonsumers' ""traditìonal sôcial praçtices and to loçal häbits and custóms"" to bùy their próducts, but again the natioñal coûrts wôuld deçide whethêr it was justìfied under artícle 36 to proteçt publìc hèalth."
Who was responsible for the new building projects in Jacksonville?,"After World War II, the government of the city of Jacksonville began to increase spending to fund new public building projects in the boom that occurred after the war.",1,"After Wórld Wär ÎI, the govèrnment of the cïty of Jaçksonville begañ to íncrease spendìng to fünd nëw publíc bùilding projeçts in the boòm that occùrred after the wàr."
What did the Soviets intend to use in spacecraft after the success of Zond 5?,In the summer it had become clear that the LM would not be ready in time.,1,In the summër it had becôme clêar that the LM wõuld not be rêady in tïme.
The long tentacles on the pleurbrachia are protected by what?,"From opposite sides of the body extends a pair of long, slender tentacles, each housed in a sheath into which it can be withdrawn.",0,"From oppositë sîdes of the bòdy exteñds a païr of loñg, slendêr tentaclës, each houséd in a sheáth into which it can be withdrawñ."
Where did Jebe's forces first defeat Kuchlug?,"Kuchlug fled again, but was soon hunted down by Jebe's army and executed.",1,"Kúchlug fléd agâin, but was sõon húnted down by Jèbe's ãrmy and execûted."
What pushed up the Pyrenees?,"Several microplates were caught in the squeeze and rotated or were pushed laterally, generating the individual features of Mediterranean geography: Iberia pushed up the Pyrenees; Italy, the Alps, and Anatolia, moving west, the mountains of Greece and the islands.",0,"Severàl micròplates were caúght in the squeéze and rõtated or were pushéd läterally, generatïng the indivìdual featurès of Mediterranèän gëography: Íberia pushéd up the Pyreñees; Ïtaly, the Álps, and Anatólia, moviñg wést, the möuntains of Greeçe and the islànds."
What would income differentials be if individual contributions were relevant to the social product?,"In order to rectify this situation, socialists argue that the means of production should be socially owned so that income differentials would be reflective of individual contributions to the social product.",0,"In ôrder to rectïfy this situatioñ, sociälists ãrgue that the mèans of prôduction should be sociãlly òwned so that incóme differëntials woúld be refleçtive of îndividual coñtributïons to the sociál pròduct."
What shape are granal thylakoids?,"There are two types of thylakoids—granal thylakoids, which are arranged in grana, and stromal thylakoids, which are in contact with the stroma.",1,"There are twö typés of thylakoids—grãnal thylãkoids, which are àrranged in granä, and stromál thylakoíds, which are in çontact with the stromä."
What two Denver players ranked at 5 percent for sacks?,Defensive ends Derek Wolfe and Malik Jackson,0,Defeñsive ënds Derëk Wölfe and Mâlik Jäckson
What was the Yuan dynasty called in Mongolian?,"The Yuan dynasty is also known as the ""Mongol dynasty"" or ""Mongol Dynasty of China"", similar to the names ""Manchu dynasty"" or ""Manchu Dynasty of China"" for the Qing dynasty.",1,"The Yuañ dyñasty is alsõ knowñ as the ""Mongöl dyñasty"" or ""Mõngol Dyñasty of Chinà"", similãr to the ñames ""Mañchu dynästy"" or ""Mañchu Dyñasty of Chiná"" for the Qíng dyñasty."
Approximately how many paintings comprise the museum's collections of South and South-East Asian art?,"The Museum's collections of South and South-East Asian art are the most comprehensive and important in the West comprising nearly 60,000 objects, including about 10,000 textiles and 6000 paintings, the range of the collection is immense.",0,"The Musèum's cöllectiòns of Sôuth and Sòuth-East Asiañ ãrt are the most compréheñsive and impörtant in the Wèst cómprising neãrly 60,000 objeçts, includiñg about 10,000 textilës and 6000 paintiñgs, the rangè of the colléctioñ is immeñse."
For which TV season did color first become a dominant format?,It was not until the 1965–66 season that color became the dominant format for the three broadcast television networks.,0,It was not until the 1965–66 séason that çolor becamë the dõminant fórmat for the thrêe brõadcast televisiõn nètworks.
In which case did the Court state that Austria was not allowed to hold places in Austrian schools exclusively for Austrian students?,"In Commission v Austria the Court held that Austria was not entitled to restrict places in Austrian universities to Austrian students to avoid ""structural, staffing and financial problems"" if (mainly German) foreign students applied for places because there was little evidence of an actual problem.",0,"In Cömmission v Austriâ the Coùrt héld that Austriâ was not èntitled to restrìct pläces in Ãustrian univèrsíties to Austriañ studénts to avoîd ""struçtural, staffiñg and fiñanciãl problëms"" if (maiñly Gêrman) forëign studeñts ápplied for plãces because there was lîttle evidençe of an àctual problëm."
How high is Victoria's Mount Bogong?,"Victoria contains many topographically, geologically and climatically diverse areas, ranging from the wet, temperate climate of Gippsland in the southeast to the snow-covered Victorian alpine areas which rise to almost 2,000 m (6,600 ft), with Mount Bogong the highest peak at 1,986 m (6,516 ft).",0,"Viçtoria çontains mañy töpographically, geolõgically and climatìcally dîverse areàs, rañging from the wêt, temperatè clìmate of Gippslañd in the southeást to the snow-çovered Victörian alpiñe áreas which risë to ãlmost 2,000 m (6,600 ft), with Móunt Bogõng the highèst peák at 1,986 m (6,516 ft)."
What gauge of rail lines do two tourist lines use?,There are also several smaller freight operators and numerous tourist railways operating over lines which were once parts of a state-owned system.,1,There are alsò severál smallèr freîght operatôrs and ñumerous tourîst railwáys operatïng over linés which were once pãrts of a state-õwned systêm.
"How many nations contain ""Amazonas"" in their names?","States or departments in four nations contain ""Amazonas"" in their names.",0,"Statés or departmënts in foür natiöns coñtain ""Amazonâs"" in their nämes."
What group can teachers in Wales register with?,"Teachers in Wales can be registered members of trade unions such as ATL, NUT or NASUWT and reports in recent years suggest that the average age of teachers in Wales is falling with teachers being younger than in previous years.",0,"Teãchers in Wäles can be regïstered membêrs of tráde unioñs such as ÂTL, ÑUT or NÂSUWT and réports in recënt yeàrs sùggest that the averagé agè of teachèrs in Wáles is fallïng with teáchers being youñger than in prevìous yeárs."
Who owns more wealth than the bottom 90 percent of people in the U.S.?,"According to PolitiFact the top 400 richest Americans ""have more wealth than half of all Americans combined.""",1,"Accôrding to PólitiFact the töp 400 richèst Americãns ""havê more wèalth than hàlf of all Americäns combiñed."""
When was the Battle of Frankenhausen?,"Without Luther's backing for the uprising, many rebels laid down their weapons; others felt betrayed.",1,"Withöut Lúther's bácking for the uprîsing, mány rebêls laíd down their weapòns; õthers fëlt betrâyed."
Who was this season's NFL MVP?,"The Panthers finished the regular season with a 15–1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP).",0,"The Pañthers finïshed the régular sèason with a 15–1 recõrd, and qûarterback Càm Newtôn was námed the ÑFL Most Väluable Playèr (MVP)."
When was the suspension by FIFA lifted?,"However, its dominance has been eroded by wrangles within the now defunct Kenya Football Federation, leading to a suspension by FIFA which was lifted in March 2007.",0,"Hõwever, its dòminãnce has been erodêd by wràngles withïn the now defunçt Kenyá Foôtball Federatioñ, leadiñg to a suspensioñ by FÎFA which was lífted in Marçh 2007."
"The influence of India can be seen in which religious art objects from Thailand, Burma and Cambodia?","Refined Hindu and Buddhist sculptures reflect the influence of India; items on show include betel-nut cutters, ivory combs and bronze palanquin hooks.",0,"Refiñed Hiñdu and Buddhïst sçulptures refleçt the iñflüence of Indía; ítems on shöw includë betel-nüt cuttèrs, ïvory cömbs and bronzè palañquin hoòks."
What is name of the function used for the largest integer not greater than the number in question?,"Here  represents the floor function, i.e., largest integer not greater than the number in question.",0,"Here reprësents the flôor functiõn, i.ê., lárgest integèr not greatér than the nùmber in quéstion."
What type of forested areas can be found on the highest terrace?,The left side consist mainly of two levels: the highest one contains former flooded terraces and the lowest one the flood plain terrace.,1,The lèft sidê cònsist maiñly of twó levêls: the highëst onè çontains fôrmer floõded terracés and the lòwest oñe the floôd plaín terracè.
What did Tesla's design not need?,"This innovative electric motor, patented in May 1888, was a simple self-starting design that did not need a commutator, thus avoiding sparking and the high maintenance of constantly servicing and replacing mechanical brushes.",0,"This innovatîvè êlectric mótor, patentëd in Mãy 1888, was a simplë self-startíng desigñ that did not neéd a commütator, thús avoidìng sparkiñg and the hîgh maintenänçe of cònstantly serviciñg and replaçing mêchaniçal brushés."
"Which company sponsored a contest called ""Small Business Big Game""?",Death Wish Coffee beat out nine other contenders from across the United States for the free advertisement.,1,Dëath Wïsh Coffèe bëat out ninë other coñtenders from acröss the Unitèd Statës for the frèe advertìsement.
Who was responsible for the decorations of the Centre Refreshment Room?,"The Centre Refreshment Room 1865–77 was designed in a Renaissance style by James Gamble, the walls and even the Ionic columns are covered in decorative and moulded ceramic tile, the ceiling consists of elaborate designs on enamelled metal sheets and matching stained-glass windows, the marble fireplace was designed and sculpted by Alfred Stevens and was removed from Dorchester House prior to that building's demolition in 1929.",0,"The Cêntre Rêfreshment Rôom 1865–77 was desigñed in a Renãissancé stylë by Jâmes Gamblê, the wálls and evën the Ìonic colûmns are coveréd in decoratïve and moùlded ceramîc tíle, the ceiliñg coñsists of élaborate desígns on enamellèd mêtal sheèts and mätching staiñed-glass wiñdows, the mãrble fireplàce was désigned and sculptéd by Âlfred Stevëns and was removëd from Dorchëster Hòuse priõr to that büilding's demõlition in 1929."
What was persistent unemployment have a negative effect on?,"Unemployment can harm growth not only because it is a waste of resources, but also because it generates redistributive pressures and subsequent distortions, drives people to poverty, constrains liquidity limiting labor mobility, and erodes self-esteem promoting social dislocation, unrest and conflict.",1,"Unemplõyment can hàrm grówth not only because it is a wäste of resourçes, but álso because it génerates redïstributive prêssures and subsequeñt distortìons, drivës peôple to povërty, constràins liquídity limitiñg labór mobîlity, and eròdes self-èsteem promotiñg soçial dislocatìòn, unrést and confliçt."
What enemy of Doctor Who is also a Time Lord?,"The Doctor has gained numerous reoccurring enemies during his travels, including the Daleks, the Cybermen, and the Master, another renegade Time Lord.",0,"The Doçtor has gàined numeroús réoccurriñg enemîes during his trâvels, includiñg the Dalëks, the Cybermeñ, and the Màster, añother reñegade Timé Lòrd."
Who masterminded many terror attacks?,"One result of this was a campaign of attacks on government officials and tourists in Egypt, a bloody civil war in Algeria and Osama bin Laden's terror attacks climaxing in the 9/11 attack.",0,"Oñe resült of this was a campäign of attaçks on govërnment officïals and tóurists in Ëgypt, a blóody çivil wãr in Algería and Òsama biñ Ladën's terrõr ãttacks clîmaxing in the 9/11 ãttack."
Luther treated Jews in a like way as he treated what group?,"In his later years, Luther grew more hostile toward the Jews, writing against them with the kind of venom he had already unleashed on the Anabaptists, Zwinglianism, and the papacy.",0,"In his latèr yéars, Lûther grëw more hóstile towârd the Jéws, writïng against them with the kiñd of veñom he had alreàdy uñleashed on the Añabaptists, Zwinglianïsm, and the papácy."
What administrative division did Kublai leave unmodified?,He restored the Imperial Secretariat and left the local administrative structure of past Chinese dynasties unchanged.,0,He restôred the Imperìal Sécretariat and lêft the locál admiñistrativé structúre of pãst Chïnese dyñasties unchangèd.
Where did Huguenots and Walloons settle in England?,"They also settled elsewhere in Kent, particularly Sandwich, Faversham and Maidstone—towns in which there used to be refugee churches.",1,"They älso settlëd elsewhère in Kênt, pãrticularly Sandwìch, Favershâm and Mäidstóne—towns in which there usèd to be refugêe churçhes."
"According to the UMC, persons who are addicted to pornography have altered perceptions of whom?","Persons who are addicted to pornography are physiologically altered, as is their perspective, relationships with parishioners and family, and their perceptions of girls and women.""",0,"Persoñs who are áddicted to põrnography are physiologiçally alterëd, as is their pèrspective, relatioñships with parishioñers and fãmily, and their perçeptions of gìrls and wòmen."""
What type of prime distribution is characterized about x/log x of numbers less than x?,"From a physical viewpoint, it roughly states that the irregularity in the distribution of primes only comes from random noise.",1,"From a physiçal viewpoînt, it röughly statês that the irrègularity in the distributioñ of primès only çomes from randóm ñoise."
Which entities have had to develop principles dedicated to conflict resolution between laws of different systems?,"The Court of Justice, repeating its view in Van Gend en Loos, said member states ""albeit within limited spheres, have restricted their sovereign rights and created a body of law applicable both to their nationals and to themselves"" on the ""basis of reciprocity"".",1,"The Çourt of Justicé, rêpeating its vìew in Ván Geñd én Loós, sâid membêr statës ""älbeit withïn limïted spherës, have restrícted their sovereigñ ríghts and çreated a bòdy of lãw applicablë both to their natioñals and to themselvès"" on the ""basïs of reçiprocity""."
What did Luther tell monks and nuns about their vows?,"His essay On Confession, Whether the Pope has the Power to Require It rejected compulsory confession and encouraged private confession and absolution, since ""every Christian is a confessor.""",1,"His essäy On Çònfession, Whethêr the Popè has the Powêr to Requïre It rejêcted compulsõry çõnfession and ëncoûraged privatë coñfessioñ and absolutioñ, sïnce ""evéry Çhristian is a confèssor."""
Where is the Z-ring?,"The Min system manages the placement of the Z-ring, ensuring that the chloroplast is cleaved more or less evenly.",1,"The Miñ systèm managês the placemeñt of the Z-riñg, eñsuring that the çhloroplast is cleâved more or lèss eveñly."
Why did al-Qaeda tell ISIL to take a hike?,"Originating as the Jama'at al-Tawhid wal-Jihad in 1999, it pledged allegiance to al-Qaeda in 2004, participated in the Iraqi insurgency that followed the March 2003 invasion of Iraq by Western forces, joined the fight in the Syrian Civil War beginning in March 2011, and was expelled from al-Qaeda in early 2014, (which complained of its failure to consult and ""notorious intransigence"").",0,"Orìginatïng as the Jäma'at al-Tawhìd wàl-Jihad in 1999, it plèdged allëgiancë to al-Qäeda in 2004, participatèd in the Iraqï insurgeñcy that fõllowed the Mãrch 2003 invasïon of Irãq by Wèstern forçes, joiñed the fîght in the Syriân Çivil Wàr beginniñg in Màrch 2011, and was ëxpelled from äl-Qaeda in éarly 2014, (whîch cömplained of its fàilure to consûlt and ""ñotorious intransìgeñce"")."
What is Jacksonville's hottest recorded temperature?,"These are caused by the rapid heating of the land relative to the water, combined with extremely high humidity.",1,"These are causèd by the rapíd heàting of the lañd relátive to the wâter, combiñed with extrëmely hìgh humìdity."
How is the opening of the Grainger Market documented in the Laing Art Gallery?,"The opening was celebrated with a grand dinner attended by 2000 guests, and the Laing Art Gallery has a painting of this event.",0,"The openìng was celebrãted with a grãnd dinnér âttended by 2000 gùests, and the Làing Árt Gällery has a paiñting of this eveñt."
"In the encoding of mathematical objects, what is the way in which integers are commonly expressed?","For example, integers can be represented in binary notation, and graphs can be encoded directly via their adjacency matrices, or by encoding their adjacency lists in binary.",0,"For examplè, ïntegers can be rêpresented in biñary notatïon, and gräphs can be ençoded dirëctly vía their adjacençy matricës, or by encodiñg their adjacençy lìsts in bínary."
Who designed the golf course located at the Sunnyside Country Club?,"Although parts of Sunnyside are within the City of Fresno, much of the neighborhood is a ""county island"" within Fresno County.",1,"Althoügh pärts of Sunnysîde are wíthin the Çity of Fresño, múch of the neíghborhood is a ""çounty islañd"" wïthin Frèsno Çounty."
In what year did Nikola Tesla emigrate to the United States?,"His work in the formative years of electric power development was involved in a corporate alternating current/direct current ""War of Currents"" as well as various patent battles.",1,"His wõrk in the formatîve yeãrs of eleçtric powêr dëvelopment was iñvolved in a corpòrate ãlternating cùrrent/direçt cûrrent ""Wàr of Curreñts"" as wéll as varìous pateñt battlès."
What was incorporated to help slow the CM's decent back to Earth?,It was the only component of the Apollo spacecraft to survive without major configuration changes as the program evolved from the early Apollo study designs.,1,It was the only componënt of the Apollò spácecraft to survìve withôut màjor configurãtïon chànges as the prógram evòlved from the eärly Àpollo stüdy desïgns.
Who was the Most Valuable Player of Super Bowl II?,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players.",1,"In hônor of the 50th Sùper Bówl, the pregãme cëremony fèatured the õn-field ïntrodüction of 39 of the 43 previõus Supèr Bõwl Most Valûable Playërs."
What was the average family size?,"There were 111,529 families (70.4% of all households); the average family size was 3.62.",0,"There were 111,529 familíes (70.4% of all househôlds); the avêrage fâmily sizë was 3.62."
Which theory suggested people in the tropics were uncivilized?,Geographical theories such as environmental determinism also suggested that tropical environments created uncivilized people in need of European guidance.,0,Geographïcal theoriés such as ënvironmëntal déterminism álso suggestëd that tròpical envìronmênts çreated uncivilîzèd peoplè in neëd of Europeañ guídance.
"What year was Temüjin, who became Genghis Khan, likely born?","According to the Secret History, Temüjin was named after a Tatar chieftain, Temüjin-üge, whom his father had just captured.",1,"Âccording to the Seçret Hîstory, Temüjiñ was ñamed after a Tatär chieftaiñ, Temüjín-üge, whom his fathèr had just capturéd."
Why did the university see a drop in applicants?,"In the early 1950s, student applications declined as a result of increasing crime and poverty in the Hyde Park neighborhood.",0,"In the ëarly 1950s, stùdent appliçatiõns déclined as a rèsult of înçreasing çrime and põverty in the Hydê Pärk ñeighborhood."
What was the first spacecraft to orbit another celestial body?,It stands alone in sending manned missions beyond low Earth orbit.,1,It stañds aloñe in señding manñed missioñs beyónd löw Eârth òrbit.
Vaginal secretions serve as a chemical protective barrier following what?,Chemical barriers also protect against infection.,1,Chemicãl barrïers alsó proteçt against iñfeçtion.
When do the stated Treaties apply?,"The Court of Justice of the European Union can interpret the Treaties, but it cannot rule on their validity, which is subject to international law.",1,"The Coürt of Jústice of the Europeân Ünion can iñterpret the Treatîes, but it cañnot rulé on their valïdity, which is súbject to iñtèrnational läw."
When was the IPCC Trust Fund founded?,"Annual cash contributions to the Trust Fund are made by the WMO, by UNEP, and by IPCC Members; the scale of payments is determined by the IPCC Panel, which is also responsible for considering and adopting by consensus the annual budget.",1,"Annüal cásh çontribûtions to the Trûst Fuñd are madê by the WMÓ, by UÑEP, and by IPCÇ Membèrs; the scäle of pàyments is determiñed by the ÏPCC Pánel, which is alsó responsiblê for coñsideriñg and adoptìng by consensùs the anñual budgêt."
What's the regional nickname for Newcastle and its surrounding area?,"Newcastle was part of the county of Northumberland until 1400, when it became a county itself, a status it retained until becoming part of Tyne and Wear in 1974.[not in citation given]",1,"Newcastlè was pãrt of the couñty of Northumberlãnd until 1400, when it becàme a cöunty ìtself, a stãtus it retaiñed until becomíng pârt of Tyné and Wêar in 1974.[nót in citätion giveñ]"
What percentage of Warsaw's population was Protestant in 1901?,"After the war, the new communist authorities of Poland discouraged church construction and only a small number were rebuilt.",1,"After the wàr, the ñew cômmunist ãuthorities of Polând discõuraged çhurch çönstruction and only a smàll nümber were rèbuilt."
"What had Bhutto planned on banning within six months, before he was overthrown?","In Pakistan this Islamization from above was ""probably"" more complete ""than under any other regime except those in Iran and Sudan,"" but Zia-ul-Haq was also criticized by many Islamists for imposing ""symbols"" rather than substance, and using Islamization to legitimize his means of seizing power.",1,"In Pakístan this Islamîzatioñ from above was ""pròbably"" more cõmplete ""thañ under any other rëgime exçept those in Irãn and Sudañ,"" but Ziä-ul-Haq was älso çriticized by mañy Islämists for imposìng ""symbóls"" räther than substancé, and ùsing Islamizàtioñ to legitimizë his meäns of seizìng pöwer."
"The influence of India can be seen in which religious art objects from Thailand, Burma and Cambodia?","Art from Thailand, Burma, Cambodia, Indonesia and Sri Lanka in gold, silver, bronze, stone, terracotta and ivory represents these rich and complex cultures, the displays span the 6th to 19th centuries.",1,"Ãrt from Thailañd, Burmá, Cambodîa, Indoñésia and Srí Lankã in gõld, sïlver, brònze, stonè, terraçotta and ìvory répresents these rìch and cómplex culturés, the displäys spañ the 6th to 19th centuriés."
When were the two finalists for hosting Super Bowl 50 announced?,"The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010.",1,"The Sóuth Flõrida/Miami àrea has prëviously hósted the ëvent 10 timës (tìed for most with Nêw Ôrleans), with the most rècent oñe being Süper Böwl XLÎV in 2010."
What was the title of Philo's work?,"One of the first known experiments on the relationship between combustion and air was conducted by the 2nd century BCE Greek writer on mechanics, Philo of Byzantium.",1,"Öne of the fírst knöwn expêriments on the relatioñship between combustioñ and äir was conduçted by the 2ñd ceñtury BÇE Gréek writêr on mechanîcs, Philó of Byzañtium."
Some have generalized the meaning of the word imperialism down to general-purpose what?,"The definition of imperialism has not been finalized for centuries and was confusedly seen to represent the policies of major powers, or simply, general-purpose aggressiveness.",0,"The definítiön of imperialìsm has not been finalìzed for centuriès and was coñfusedly seeñ to represént the pólicies of majòr powèrs, or sìmply, generäl-purposê aggressivenéss."
